name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Safal Matar","Exotics",135,169,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/779f61ce-6eb8-4228-a2c5-208db77bf0ce.jpg","Farm fresh Safal Matar sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":135,""stock"":50}]"
"Mango salad","Fruits",100,125,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/2a17d587-44df-4724-b59b-a0f9de1615d1.jpg","Indulge in the vibrant and refreshing taste of our Mango Salad, where juicy, ripe mangoes take center stage! This delightful dish combines the sweetness of fresh mangoes with a medley of crunchy vegetables, tossed in a zesty lime dressing that sings with flavor. Perfect as a light lunch, a side dish, or a flavorful addition to your summer gatherings, our Mango Salad is not just a treat for your palate but also a feast for the eyes. 🌟 Fresh, ripe mangoes bursting with flavor🍋 Zesty lime dressing for an invigorating twist🍽️ Perfect for cozy dinners or festive occasions💚 A healthy and delicious way to enjoy your fruits!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":100,""stock"":50}]"
"Watermelon salad","Fruits",70,88,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/3b881707-e5a0-4ae2-8421-bbd1b620dbf5.jpg","Indulge in the refreshing taste of our Watermelon Salad, a vibrant dish that balances sweetness and crunch in every bite. Bursting with juicy watermelon chunks and complemented by crisp cucumber slices, this salad is drizzled with a zesty lime vinaigrette and topped with crumbled feta cheese and fresh mint leaves. Perfect for summer gatherings or a light lunch, this deliciously healthy salad is not just a feast for the palate but also a delight for the eyes!- 🍉 Refreshing and hydrating, perfect for hot summer days! - 🍽️ Great as a side dish or a light main course for health-conscious eaters!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":70,""stock"":50}]"
"Papaya salad","Fruits",70,88,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/204738ad-3c78-4e92-9f39-b46793218c2b.webp","Indulge in the vibrant and refreshing flavors of our Papaya Salad, a delightful dish that brings the essence of Southeast Asian cuisine to your table. Crafted from the freshest green papaya, this salad bursts with zesty lime, tangy fish sauce, and a touch of heat from fresh chilies. It's not just a meal; it's a symphony of crunch and flavor that awakens your taste buds with every bite. Enjoy it as a standalone dish or as a perfect side that complements any Asian-inspired feast.-","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":70,""stock"":50}]"
"Pineapples salad","Fruits",80,100,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/38efd8a9-4cf5-4bbc-ae27-e9e1f547e3b3.png","Farm fresh Pineapples salad sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":80,""stock"":50}]"
"Garlic Peeled","Ready-to-Cook & Cut Produce",55,69,"100gm",100,"https://dukaan.b-cdn.net/700x700/webp/media/d1b57ac9-8c26-416b-8a16-4dfe692e8c9f.jpg","Unlock the convenience of cooking with our premium Garlic Peeled product! Sourced from the finest farms, our peeled garlic cloves save you valuable prep time without sacrificing flavor. Whether you're whipping up a quick stir-fry, adding depth to soups, or enhancing marinades, these fresh cloves deliver a robust and aromatic garlic taste that elevates any dish. Enjoy the health benefits of garlic without the hassle of peeling - a kitchen essential for every home chef!- 🧄 Freshly peeled for your convenience - ⏱️ Time-saving prep for instant flavor boost - 🌱 Naturally rich in antioxidants and heart-healthy benefits - 🍽️ Perfect for a variety of dishes, from savory to sweet!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""100gm"",""price"":55,""stock"":50},{""weight"":""500gm"",""price"":220,""stock"":50}]"
"Peanut pealed","Vegetables",160,200,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/images/3cf370d8-8982-4187-a3c6-6f253c8d713d.jpg","Farm fresh Peanut pealed sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":160,""stock"":50}]"
"Munakka","Vegetables",100,125,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/b671fb62-5abc-4c35-813e-52e3e6028937.jpg","Farm fresh Munakka sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":100,""stock"":50}]"
"Kismis","Vegetables",350,438,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/403bf6b5-6350-427a-867e-c9ed12cb418d.jpg","Farm fresh Kismis sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":350,""stock"":50}]"
"Walnut","Vegetables",800,1000,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/65eff6a3-6b64-4f3d-9c2d-721f4b1d082b.jpg","Farm fresh Walnut sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":800,""stock"":50}]"
"Anjeer","Vegetables",300,375,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/0ac80581-698d-4889-b006-dd8b8d46c40d.jpg","Farm fresh Anjeer sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":300,""stock"":50}]"
"Primium Fruits And Dry Fruits Bucket","Fruits",3000,3750,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/6e0a6ea2-ae75-47fb-8bc8-0fab6e4d427c.webp","including fruits, imported fruits and Dry fruits in a wonderful package.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":3000,""stock"":50}]"
"Blue Berry","Exotics",400,500,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/47ff5c6a-479a-4c2c-a6b6-6aa988b754c4.jpg","Farm fresh Blue Berry sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":400,""stock"":50}]"
"Mango Shake Monthly Membership","Fruits",5100,6375,"450ml",100,"https://dukaan.b-cdn.net/700x700/webp/media/8383cf48-96db-43f4-bd02-5423147c8d94.png","Indulge in the tropical delight of our Mango Shake Monthly Membership, where each sip transports you to sun-kissed beaches and warm breezy days! With this membership, you'll enjoy a consistent supply of our luscious, hand-crafted mango shakes delivered straight to your doorstep, ensuring that your craving for this fruity pleasure is always satisfied. Whether you're looking to cool down on a hot summer day or simply relish a delectable treat, our membership provides you with the perfect solution. Join us in celebrating the incredible taste of mangoes and make every month a little sweeter!🌟 Enjoy fresh, creamy mango shakes delivered monthly! 🍹 Made from premium, ripe mangoes for the ultimate taste experience. 🌿 Comes with exclusive member-only perks and discounts! 🌈 Customize your order with different flavors and add-ons. 📦 Hassle-free delivery straight to your door every month!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""450ml"",""price"":5100,""stock"":50},{""weight"":""250ml"",""price"":3100,""stock"":50},{""weight"":""350 ml"",""price"":4600,""stock"":50}]"
"Pineapple Juice/Shake Monthly Membership","Fruits",3100,3875,"250ml",100,"https://dukaan.b-cdn.net/700x700/webp/media/45e3076c-528c-44a7-a058-3dc660078edf.png","Indulge in the tropical delight of our Pineapple Juice/Shake Monthly Membership, designed for those who crave the refreshing taste of sun-ripened pineapples delivered right to their doorstep! Each month, you'll receive a curated selection of our finest pineapple juice and creamy shakes, made from premium, all-natural ingredients. Enjoy the sweet, tangy flavors and boost your wellness with this invigorating elixir that promises to transport your taste buds to a paradise getaway. Perfect for smoothies, cocktails, or simply on its own, this membership ensures you never run out of your favorite fruit drink. Taste the sunshine every month, and embrace a healthier lifestyle with every sip!🌞 Fresh, all-natural pineapple goodness packed with essential vitamins! 🍹 Versatile for shakes, smoothies, or as a standalone refreshment! 📦 Convenient monthly delivery right to your door! 🌿 Health-conscious choice that's deliciously hydrating! 💚 Join our pineapple-loving community and enjoy exclusive perks!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""250ml"",""price"":3100,""stock"":50},{""weight"":""350ml"",""price"":4600,""stock"":50},{""weight"":""450ml"",""price"":5100,""stock"":50}]"
"Anar Juice/Shake Monthly Membership","Vegetables",4500,5625,"250ml",100,"https://dukaan.b-cdn.net/700x700/webp/media/a62368c1-ae99-4f12-8d37-8ac9715013c5.png","Indulge your senses and elevate your health with our Anar Juice/Shake Monthly Membership! This subscription offers an exquisite selection of our freshly prepared pomegranate juices and shakes, packed with nutrients and bursting with flavor. Perfect for health enthusiasts and juice lovers alike, enjoy the convenience of having delightful, refreshing beverages delivered right to your doorstep each month. Savor the rich taste and numerous health benefits of our premium Anar juices, designed to invigorate your body and energize your day!- 🍹 **Fresh & Natural:** Enjoy 100% pure pomegranate juice without any added preservatives or artificial flavors.- 🌱 **Healthy & Nutritious:** Packed with antioxidants, vitamins, and minerals, ideal for boosting immunity and overall wellness.- 📦 **Convenient Delivery:** Monthly subscription ensures you never run out of your favorite beverage!- 💖 **Satisfaction Guaranteed:** Our juices are made with love and care, ensuring a delightful experience every time! Join the Anar Juice/Shake family today and transform your daily routine into a delicious health ritual!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""250ml"",""price"":4500,""stock"":50},{""weight"":""350ml"",""price"":5500,""stock"":50},{""weight"":""450ml"",""price"":6500,""stock"":50}]"
"Dates packet 500gm","Exotics",250,313,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/07944c68-820c-41b8-87a2-8a46bdb28692.jpg","Farm fresh Dates packet 500gm sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":250,""stock"":50}]"
"Kaju","Vegetables",220,275,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/9a26821e-5dc2-4f30-ab3c-b7ab8b4cba81.jpg","Farm fresh Kaju sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":220,""stock"":50}]"
"Badam","Vegetables",250,313,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/d32c4e54-ef0d-4297-87a4-12f52d92d826.jpg","Good Quality","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":250,""stock"":50}]"
"Corriander / धनिया","Vegetables",25,31,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/fdc7350b-60c0-41e5-ab3e-571c0b822870.jpg","Farm fresh Corriander / धनिया sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":25,""stock"":50}]"
"Vegitable Mix Juice","Vegetables",2400,3000,"250ml",100,"https://dukaan.b-cdn.net/700x700/webp/media/394ea987-b883-4f63-a8ae-d0a7dcc1f92d.png","Introducing our delightful Vegetable Mix Juice – a vibrant blend of the freshest vegetables, expertly crafted to provide a nutritious and refreshing experience in every sip! Packed with a burst of flavors, this juice harnesses the power of nature’s bounty to fuel your body while tantalizing your taste buds. Whether you’re looking to enhance your daily vegetable intake or searching for a refreshing beverage option, our Vegetable Mix Juice is the perfect addition to your health-conscious lifestyle.- 🌽 Made with a unique blend of farm-fresh vegetables for maximum taste and nutrition - 🥕 Rich in vitamins and minerals, supporting your immune system and overall well-being - 🍅 No added sugars or preservatives, ensuring a pure and wholesome experience - 🥬 Conveniently packaged for on-the-go enjoyment, perfect for busy lifestyles - 🥒 A refreshing drink that makes it easy to incorporate more vegetables into your diet! Enjoy the goodness of nature in every bottle with our Vegetable Mix Juice – your health and taste buds will thank you!","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""250ml"",""price"":2400,""stock"":50},{""weight"":""350ml"",""price"":3000,""stock"":50}]"
"Tulsi- plant","Vegetables",121,151,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/media/8dda4321-436a-467e-80e7-cf8a8da8f41b.webp","Organic plants Direct from Nursery","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":121,""stock"":50}]"
"Potato Organic","Vegetables",35,44,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/projecteagle/images/6f604495-a20b-4d53-b7bc-e012f52f4e3d.jpg","Organic Potato direct form Organic farm","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":35,""stock"":50}]"
"Fruits Basket / फलों की टोकरी उपहार falo ki tokri","Fruits",399,499,"small",100,"https://dukaan.b-cdn.net/700x700/webp/media/d3de7381-f15d-4f62-b60e-948acbeb542e.webp","fruit basket with gift package for festivals, engagement, marriage, Shagun","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""small"",""price"":399,""stock"":50},{""weight"":""medium"",""price"":600,""stock"":50},{""weight"":""large"",""price"":800,""stock"":50},{""weight"":""customise large"",""price"":1000,""stock"":50}]"
"Imported Fruit With Avocado Salad","Exotics",250,313,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/c045f7aa-ef0c-4d8d-afdb-f62dda8d3527/1667363571802-jpeg","All Imported fruits including Avocado","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":250,""stock"":50}]"
"Imported Fruits Salad","Fruits",160,200,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/1349404d-d83b-4b3d-a09f-5ccb8ef4fbb4/1667446710307-jpeg","All important Fruits without Avocado","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":160,""stock"":50}]"
"Mix Fruit Salad","Fruits",120,150,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/2850f5b5-4f70-4b18-8b3f-eeccf17692ea/1667363455362-jpeg","Fresh fruits fruits salad pripared after order, so it fresh and contains all vitamin of fruits","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":120,""stock"":50}]"
"Sprouts","Vegetables",50,63,"small",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/507fefab-162c-4582-9be3-bb37e8a4f1d3/1667362762902-jpeg","fresh Sprouts","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""small"",""price"":50,""stock"":50},{""weight"":""big"",""price"":90,""stock"":50}]"
"Havan Samagri/हवन सामग्री","Vegetables",121,151,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/b451a19f-29a9-427e-9669-8c3d6e2ee849/1665590787994.jpeg","Farm fresh Havan Samagri/हवन सामग्री sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":121,""stock"":50}]"
"Pooja Samagri Set","Vegetables",221,276,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/7d3df538-1c6c-43de-9b00-06ca29bd6ab7/1665590634668.jpeg","without thali","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":221,""stock"":50}]"
"Pooja Thali","Vegetables",251,314,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/2a5fc01b-732e-472e-9dbb-da1f3f9fac88/1665590200018.jpeg","Farm fresh Pooja Thali sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":251,""stock"":50}]"
"Mala Artificial","Vegetables",80,100,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/3f227f05-c58b-4566-9174-288e3850efcf/1665590075464.jpeg","Farm fresh Mala Artificial sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":80,""stock"":50}]"
"गेंदा फूल माला प्राकृतिक /genda Flower Mala natural","Vegetables",50,63,"2 feet",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/6a6eaef3-0e68-4743-a9d0-816c2a1398d4/1665552814185.jpeg","Natural","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""2 feet"",""price"":50,""stock"":50},{""weight"":""4feet"",""price"":80,""stock"":50},{""weight"":""10 feet"",""price"":150,""stock"":50}]"
"Durva grass pooja/ पूजा दूर्वा घास","Vegetables",50,63,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/8438a534-c66a-4825-9615-032415a90818/1665552406732.jpeg","Farm fresh Durva grass pooja/ पूजा दूर्वा घास sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":50,""stock"":50}]"
"Mango Leaves Toran/आम के पत्ते से बने तोरण","Fruits",50,63,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/8d603339-f5f8-4f08-a91b-bc7ceb8df320/1665552230201.jpeg","Natural","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Store in cool dry place","[{""weight"":""1 kg"",""price"":50,""stock"":50}]"
"Cow Dug Dry /गाय के गोबर के उपले","Vegetables",330,413,"11",100,"https://dukaan.b-cdn.net/700x700/webp/upload_file_service/c0d5551f-def6-42b2-b93c-2039bcb67ea6/1665551797380.jpeg","Farm fresh Cow Dug Dry /गाय के गोबर के उपले sourced directly from verified farmers. Cleaned, sorted and hygienically packed for your kitchen.","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""11"",""price"":330,""stock"":50},{""weight"":""21"",""price"":525,""stock"":50}]"
"Coconut pooja","Vegetables",25,31,"1 kg",100,"https://dukaan.b-cdn.net/700x700/webp/7191002/efd063ff-058d-4012-a330-da1252bd21ec/1663643808059-4b580782-800a-47ad-93cf-d15e9dcb386e.jpeg/277b0e9d-3b8d-4603-9f7b-8740f488a252.jpeg","pooja bala nariyal","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""1 kg"",""price"":25,""stock"":50}]"
"Vegetables mix juice","Vegetables",2400,3000,"250ml",100,"https://dukaan.b-cdn.net/700x700/webp/images/e6fe9e48-5694-407a-8ca1-a12d90fda55a.jpg","Contact us for details","Direct Farm to Doorstep (KisaanRiksha Partner Sourced)","Keep refrigerated in mesh bag","[{""weight"":""250ml"",""price"":2400,""stock"":50},{""weight"":""350ml"",""price"":3000,""stock"":50}]"
