name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Kachi Haldi","Vegetables",53,23,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/KachiHaldi.jpg?v=1642074967","Premium farm-fresh Kachi Haldi. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250gm"",""price"":53,""stock"":50},{""weight"":""500gm"",""price"":105,""stock"":50},{""weight"":""1kg"",""price"":210,""stock"":50}]"
"Kathal","Vegetables",90,40,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Bauhinia-Variegata_d92e3a09-11c4-42fb-ac01-e8244a6dbce8.png?v=1646555587","Premium farm-fresh Kathal. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""500gm"",""price"":90,""stock"":50},{""weight"":""1kg"",""price"":180,""stock"":50},{""weight"":""2kg"",""price"":360,""stock"":50}]"
"Daab (Tender Coconut)","Fruits",100,75,"1pc",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Daab.jpg?v=1641812223","Premium farm-fresh Daab (Tender Coconut). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1pc"",""price"":100,""stock"":50},{""weight"":""2pc"",""price"":200,""stock"":50},{""weight"":""3pc"",""price"":300,""stock"":50},{""weight"":""4pc"",""price"":400,""stock"":50}]"
"Kiwi Green","Exotics",80,50,"1pc",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/kiwigreen.png?v=1646198845","Premium farm-fresh Kiwi Green. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1pc"",""price"":80,""stock"":50}]"
"Tinda","Vegetables",110,65,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/tinda.jpg?v=1642243018","Premium farm-fresh Tinda. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""500gm"",""price"":110,""stock"":50}]"
"Salad Pata Green","Vegetables",135,105,"300gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/lettusgreen_91bc4433-3bc9-4123-9b87-4dfbf036656b.jpg?v=1690526881","Premium farm-fresh Salad Pata Green. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""300gm"",""price"":135,""stock"":50}]"
"Orange Carrot","Fruits",60,40,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/carrot-english-wholesaler-in-ahmedabad-500x500_1.jpg?v=1641977745","Premium farm-fresh Orange Carrot. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""500gm"",""price"":60,""stock"":50},{""weight"":""1kg"",""price"":120,""stock"":50},{""weight"":""2kg"",""price"":240,""stock"":50}]"
"Kiwi Golden","Exotics",100,60,"1pc",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/GoldenKiwi.jpg?v=1641294212","Premium farm-fresh Kiwi Golden. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1pc"",""price"":100,""stock"":50}]"
"Daab (Tender Coconut)","Fruits",100,75,"1pc",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Daab_cf3420ba-feee-4f81-997b-1213e24a90ac.jpg?v=1690526813","Premium farm-fresh Daab (Tender Coconut). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1pc"",""price"":100,""stock"":50}]"
"Rice Premium Basmati 5kg","Vegetables",650,650,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/RicePremiumBasmati5kg.jpg?v=1645812005","Premium farm-fresh Rice Premium Basmati 5kg. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":650,""stock"":50}]"
"Fps Rice Premium Basmati 1kg","Vegetables",130,110,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/90021595_XL1_1.jpg?v=1645853081","Premium farm-fresh Fps Rice Premium Basmati 1kg. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":130,""stock"":50}]"
"Fps Dal Chana 500gm","Vegetables",60,85,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/dalchana_108f905d-05b5-401e-9079-68a153fad19a.jpg?v=1642597256","Premium farm-fresh Fps Dal Chana 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":60,""stock"":50}]"
"Fps Dal Masoor Sabut 500gm","Vegetables",75,90,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/FpsDalMasoorSabut500gm.jpg?v=1642767253","Premium farm-fresh Fps Dal Masoor Sabut 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":75,""stock"":50}]"
"Fps Dal Malka Masoor 500gm","Vegetables",70,80,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Dalmasoor.jpg?v=1642663948","Premium farm-fresh Fps Dal Malka Masoor 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":70,""stock"":50}]"
"Fps Dal Kabuli Chana Big 500gm","Vegetables",70,80,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/kabuliChanabig.jpg?v=1642597282","Premium farm-fresh Fps Dal Kabuli Chana Big 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":70,""stock"":50}]"
"Fps Dal Moong Chilka 500gm","Vegetables",80,90,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/moongdalchilka.jpg?v=1642768056","Premium farm-fresh Fps Dal Moong Chilka 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":80,""stock"":50}]"
"Fps Dal Rajma Chitra 500gm","Vegetables",90,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/rajmachitra_82129d5a-e29f-4b3b-88e5-9486e19779f9.jpg?v=1642768756","Premium farm-fresh Fps Dal Rajma Chitra 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":90,""stock"":50}]"
"Fps Dal Moong Sabut 500gm","Vegetables",75,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/moongdalsabut.jpg?v=1642768166","Premium farm-fresh Fps Dal Moong Sabut 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":75,""stock"":50}]"
"Fps Dal Urad Chilka 500gm","Vegetables",80,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/UradDalchilka.jpg?v=1642768849","Premium farm-fresh Fps Dal Urad Chilka 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":80,""stock"":50}]"
"Fps Dal Moong Dhuli 500gm","Vegetables",85,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/MoongDhuliDal.jpg?v=1641313961","Premium farm-fresh Fps Dal Moong Dhuli 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":85,""stock"":50}]"
"Fps Dal Black Chana 500gm","Vegetables",60,70,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/FpsDalBlackChana500gm.jpg?v=1642595440","Premium farm-fresh Fps Dal Black Chana 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":60,""stock"":50}]"
"Fps Dal Arhar 500gm","Vegetables",80,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/FpsDalArhar1kg_7af7e6bd-cb2e-4619-bd40-d4ba7dfc905d.jpg?v=1642595156","Premium farm-fresh Fps Dal Arhar 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":80,""stock"":50}]"
"Fps Dal Urad Sabut 500gm","Vegetables",80,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/uraddalsabut.jpg?v=1642768898","Premium farm-fresh Fps Dal Urad Sabut 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":80,""stock"":50}]"
"Fps Dal Urad Dhulli 500gm","Vegetables",90,99,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/UradDalDhuli.jpg?v=1642768875","Premium farm-fresh Fps Dal Urad Dhulli 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":90,""stock"":50}]"
"Medjoul Natural Dates 1kg","Fruits",1750,1990,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/MedjoulNaturalDates1kg.jpg?v=1646228217","Premium farm-fresh Medjoul Natural Dates 1kg. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1 kg"",""price"":1750,""stock"":50}]"
"Date Crown 500gm","Fruits",275,315,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/41R2s_ZVfRL_1.jpg?v=1641810670","Premium farm-fresh Date Crown 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1 kg"",""price"":275,""stock"":50}]"
"Kimia Gold Pkt","Fruits",220,300,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/kima.png?v=1643803844","Premium farm-fresh Kimia Gold Pkt. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1 kg"",""price"":220,""stock"":50}]"
"Limca 300ml","Vegetables",40,40,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/limca300ml.jpg?v=1644323701","Premium farm-fresh Limca 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":40,""stock"":50}]"
"Sprite 300ml Tin","Vegetables",40,40,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Sprite300ml.jpg?v=1646304031","Premium farm-fresh Sprite 300ml Tin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":40,""stock"":50}]"
"Diet Coke 300ml","Vegetables",40,40,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/diet.jpg?v=1648203038","Premium farm-fresh Diet Coke 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":40,""stock"":50}]"
"Coca Cola No Sugar 300ml Tin","Vegetables",40,40,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/3104rwQ6qHL._SX425__1.jpg?v=1641642231","Premium farm-fresh Coca Cola No Sugar 300ml Tin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":40,""stock"":50}]"
"Coca Cola  300ml Tin","Vegetables",40,40,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/coca_cola_can_1_1.jpg?v=1641641229","Premium farm-fresh Coca Cola  300ml Tin. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":40,""stock"":50}]"
"Thums Up Can 300 Ml","Vegetables",40,40,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ThumsUpCan300Ml.jpg?v=1646301993","Premium farm-fresh Thums Up Can 300 Ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":40,""stock"":50}]"
"Coca Cola 250 Ml Pet","Vegetables",20,20,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ph0cc049-1-809081_m_1.jpg?v=1641641660","Premium farm-fresh Coca Cola 250 Ml Pet. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":20,""stock"":50}]"
"Sprite 250 Ml","Vegetables",20,20,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/250ml_9381ef1c-8c00-445f-b1cd-1d1affd46cf9.jpg?v=1646303954","Premium farm-fresh Sprite 250 Ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":20,""stock"":50}]"
"Thums Up 250 Ml","Vegetables",20,20,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/ThumsUpCan250Ml.jpg?v=1646302201","Premium farm-fresh Thums Up 250 Ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":20,""stock"":50}]"
"Schweppes Original Soda Water 300ml","Vegetables",60,60,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/SchweppesOriginalSodaWater300ml.jpg?v=1646300417","Premium farm-fresh Schweppes Original Soda Water 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":60,""stock"":50}]"
"Schweppes Indian Tonic Water 300ml","Vegetables",50,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/SchweppesIndianTonicWater300ml.jpg?v=1645098811","Premium farm-fresh Schweppes Indian Tonic Water 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":50,""stock"":50}]"
"Schweppes Original Ginger Ale 300ml","Vegetables",50,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/SchweppesOriginalGingerAle300ml.jpg?v=1645099188","Premium farm-fresh Schweppes Original Ginger Ale 300ml. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":50,""stock"":50}]"
"Kari Patta","Vegetables",30,20,"1 Bunch",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/karipatta.jpg?v=1642154317","Premium farm-fresh Kari Patta. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 Bunch"",""price"":30,""stock"":50}]"
"Loki Goal","Vegetables",50,30,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/grocerapp-ghia-pumpkin--5f08128923edb.jpg?v=1642154289","Premium farm-fresh Loki Goal. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""500gm"",""price"":50,""stock"":50},{""weight"":""1kg"",""price"":100,""stock"":50}]"
"Soya (Dill)","Vegetables",63,113,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/soya.jpg?v=1648202507","Premium farm-fresh Soya (Dill). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250gm"",""price"":63,""stock"":50},{""weight"":""500gm"",""price"":125,""stock"":50},{""weight"":""1kg"",""price"":250,""stock"":50}]"
"Papita Small","Fruits",195,195,"1kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/40114961-3_4-fresho-papaya-small_1.jpg?v=1642262677","Premium farm-fresh Papita Small. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1kg"",""price"":195,""stock"":50}]"
"Apple Washington","Fruits",160,163,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/BulkWashingtonAppleLargeSize20Kg.jpg?v=1641643782","Premium farm-fresh Apple Washington. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""500gm"",""price"":160,""stock"":50},{""weight"":""1kg"",""price"":320,""stock"":50},{""weight"":""2kg"",""price"":640,""stock"":50}]"
"Kamal Kakdi","Vegetables",125,70,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/KamalKakdi.png?v=1642153551","Premium farm-fresh Kamal Kakdi. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""500gm"",""price"":125,""stock"":50}]"
"Leek","Vegetables",90,188,"250gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/kamus-leek-seeds-allium-porrum_1.jpg?v=1642152473","Premium farm-fresh Leek. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250gm"",""price"":90,""stock"":50}]"
"Fps Dft Kishmish Long 500gm","Fruits",450,350,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/product_30_301_7c1cbe8e-891a-4b38-8b02-26190b248b91.jpg?v=1642845855","Premium farm-fresh Fps Dft Kishmish Long 500gm. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""1 kg"",""price"":450,""stock"":50}]"
"Bhutta Dana (Peeled Corn)","Vegetables",24,30,"200Gms",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/peeledcorn_b5441b47-630a-439a-bb7f-5849019d9466.jpg?v=1690526878","Premium farm-fresh Bhutta Dana (Peeled Corn). Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""200Gms"",""price"":24,""stock"":50}]"
"Pear Tanchi Imported","Fruits",195,120,"500gm",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/pear_tanchi_c02bd7fc-3434-4a96-a451-34c5ec14608d.jpg?v=1690526860","Premium farm-fresh Pear Tanchi Imported. Naturally grown, handpicked, sanitized and packed under hygienic standards for optimal freshness and taste.","Farm Fresh Direct Sourcing (FPS Partner Network)","Store in cool, dry place","[{""weight"":""500gm"",""price"":195,""stock"":50}]"
"Basket 3","Vegetables",999,1249,"1 kg",100,"https://cdn.shopify.com/s/files/1/0551/4133/5088/products/Basket800X800_0f54da5e-bfa0-4dea-9eeb-51273aa3ea0a.png?v=1666349003","Apple Gala Ind. 1.5kg, Pineapple 1pc, Apple Golden 500g, Orange 1.5kg, Anaar 600g,...","Farm Fresh Direct Sourcing (FPS Partner Network)","Keep refrigerated in vegetable crisper","[{""weight"":""1 kg"",""price"":999,""stock"":50}]"
