name,category,price,mrp,unit,stock,image,description,sourcing,storage,variations
"Nagaland Kew Pineapple (Slice)","Dairy & Staples",230,294,"1 Pc",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/nagaland-kew-pineapple-slice-fixed.png?v=1787586290","Nagaland Kew Pineapple Slices — freshly cut, ready-to-eat pieces of premium Kew pineapple from the hills of Nagaland. All the honey-sweet juiciness, with none of the peeling or mess. Why you'll love it 🍍 Ready to eat — freshly cut, no peeling, no pr...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""1 Pc"",""price"":230,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":437,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":851,""stock"":30}]"
"Garo Hill Ginger","Vegetables",40,50,"100g",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/garo-hill-ginger-fixed.png?v=1787586459","Bhopal farm-fresh Garo Hill Ginger. Harvested before delivery, ozone washed, pesticide-free, no shortcuts. Pure farm nutrition directly to your doorstep in Bhopal.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""100g Pack"",""price"":40,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":76,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":180,""stock"":25}]"
"Apples","Fruits",400,500,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/apples-clean.png?v=1787584123","Apples (MyGreenDelight Trusted) – Fresh Apples in Bhopal Selected from farms we trust. Not blindly sourced. Fresh apples sourced from partner farms we’ve personally vetted. Firm, consistent, and chosen for everyday eating—delivered with clean handling and re...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g"",""price"":120,""stock"":40},{""weight"":""500g"",""price"":220,""stock"":50},{""weight"":""1 kg"",""price"":400,""stock"":60}]"
"Celery","Exotics",99,127,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/celery-clean.png?v=1787584190","Celery (MyGreenDelight Grown) – Fresh Hydroponic Celery in Bhopal Harvested fresh. Not stored for days. Fresh celery grown hydroponically at MyGreenDelight in Bhopal. Crisp stalks, clean handling, and consistent freshness—ready to use without the usual prep. C...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""100g Pack"",""price"":99,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":188,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":446,""stock"":25}]"
"Okra (Bhindi)","Ready-to-Cook & Cut Produce",55,70,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/okra-bhindi-1-clean.png?v=1787584433","Okra (Bhindi) (MyGreenDelight Grown) – Fresh Bhindi in Bhopal Harvested fresh. Not stored for days. Fresh okra grown at MyGreenDelight in Bhopal. Tender, clean, and consistent—ready to cook without the usual sorting and repeated washing. Soft pods. Less fibre....","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g Tray"",""price"":55,""stock"":40},{""weight"":""500g Family Pack"",""price"":102,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":193,""stock"":20}]"
"Bottle Gourd (लौकी)","Ready-to-Cook & Cut Produce",39,50,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/bottle-gourd-fixed.png?v=1787586237","Fresh Bottle Gourd (लोकी) - Nature’s Wholesome DelightWelcome to E VEGETABLE BAZAAR, your trusted source for farm-fresh produce. Introducing our premium-quality Bottle Gourd (लोकी), a versatile and nutrient-rich vegetable that deserves a spot in your kitchen. Whether you&#x27;re preparing comforting curr","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g Tray"",""price"":39,""stock"":40},{""weight"":""500g Family Pack"",""price"":72,""stock"":35},{""weight"":""1 kg Bulk Kitchen Pack"",""price"":137,""stock"":20}]"
"Sweet Basil","Dairy & Staples",24,30,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/sweet-basil-clean.png?v=1787584286","Infuse your dishes with the aromatic magic of MyGreenDelight's Sweet Basil—fresh, fragrant, and the secret ingredient to culinary masterpieces! Nutritional Benefits: Loaded with antioxidants, anti-inflammatory properties, and essential oils, sweet basil supp...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":24,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":46,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":110,""stock"":25}]"
"Baby Spinach","Exotics",48,60,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/baby-spinach-clean.png?v=1787584201","Baby Spinach (MyGreenDelight Grown) – Fresh Hydroponic Spinach in Bhopal Harvested fresh. Not stored for days. Fresh baby spinach grown hydroponically at MyGreenDelight in Bhopal. Tender leaves, clean handling, and ready to use —without the usual sorting and c...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g"",""price"":20,""stock"":40},{""weight"":""500g"",""price"":35,""stock"":50},{""weight"":""1 kg"",""price"":48,""stock"":60}]"
"Jalapeno Pepper","Exotics",75,94,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/jalapeno-clean.png?v=1787584385","Fresh Jalapeno Pepper from MyGreenDelight Experience the fiery flavor and crisp texture of MyGreenDelight' jalapeno pepper. Grown with care and expertise, these peppers are a true testament to our commitment to quality and freshness. At MyGreenDelight, we ...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""100g Pack"",""price"":75,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":143,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":338,""stock"":25}]"
"Yellow Dragon Fruit","Exotics",260,325,"1 Pc",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/yellow-dragon-fruit-clean.png?v=1787584295","Yellow Dragon Fruit (MyGreenDelight Trusted) – Fresh Yellow Pitaya in Bhopal Selected from farms we trust. Not blindly sourced. Yellow dragon fruit — also known as yellow pitaya or Selenicereus megalanthus — is the sweetest variety in the dragon fruit family...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""1 Pc"",""price"":260,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":494,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":962,""stock"":30}]"
"Sem (Broad) Beans","Vegetables",28,36,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/sem-broad-beans-clean.png?v=1787584440","Discover the hearty texture and nutty flavor of our &quot;Rustic Harvest Sem Beans&quot; at E - VEGETABLE BAZAAR. These robust beans, also known as Indian broad beans, are a staple in a variety of global cuisines, cherished for their versatility and nutritional richness. Each pod encases plump, tender beans t","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":15,""stock"":60},{""weight"":""1 kg"",""price"":28,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":53,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":129,""stock"":25}]"
"Elaichi Banana","Fruits",110,138,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/elaichi-banana-clean.png?v=1787584107","Elaichi Banana (MyGreenDelight Trusted) – Fresh Elaichi Banana in Bhopal Selected from farms we trust. Not blindly sourced. Fresh elaichi bananas sourced from partner farms we’ve personally vetted. Smaller in size, naturally sweeter, and more aromatic than r...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g"",""price"":33,""stock"":50},{""weight"":""500g"",""price"":61,""stock"":60},{""weight"":""1 kg"",""price"":110,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":209,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":506,""stock"":25}]"
"Sunset Peppers","Exotics",92,115,"250g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/sunset-peppers-1-fixed.png?v=1787586633","Sunset Peppers – Fresh Peppers Spice up your meals with the stunning Sunset Peppers—a burst of color and flavor! These vibrant peppers are perfect for brightening up your dishes, from crunchy salads to sizzling stir-fries. Grown with love, delivered ...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g"",""price"":28,""stock"":40},{""weight"":""500g"",""price"":51,""stock"":50},{""weight"":""1 kg"",""price"":92,""stock"":60}]"
"Avocado - 1 Pc.","Exotics",180,220,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/avocado-hass-1-clean.png?v=1787584073","Avocado (Hass) Creamy. Buttery. Naturally clean. Product Description Avocados are known for their rich, buttery texture and mild nutty flavor. These Hass avocados are perfect for everything from morning toast to fresh guacamole. At MyGreenDelight, we s...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""250g"",""price"":54,""stock"":40},{""weight"":""500g"",""price"":99,""stock"":50},{""weight"":""1 kg"",""price"":180,""stock"":60}]"
"Dragon Fruit (ड्रैगन फ्रूट)","Exotics",112,143,"1 Pc",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/dragon-fruit-1-pc-clean.png?v=1787584091","Exotic Delight of Vietnamese Dragon Fruit Indulge in the vibrant and refreshing taste of our Vietnamese Dragon Fruit, exclusively available at MyGreenDelight. Known for its striking pink skin and sweet, juicy flesh, this tropical fruit is not only a fe...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Store at room temperature","[{""weight"":""1 Pc"",""price"":112,""stock"":50},{""weight"":""2 Pcs Pack"",""price"":213,""stock"":40},{""weight"":""4 Pcs Family Pack"",""price"":414,""stock"":30}]"
"Vishnu Bhog Rice","Dairy & Staples",187,234,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/vishnu-bhog-rice-fixed.png?v=1787586215","Bhopal farm-fresh Vishnu Bhog Rice. Harvested before delivery, ozone washed, pesticide-free, no shortcuts. Pure farm nutrition directly to your doorstep in Bhopal.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":56,""stock"":40},{""weight"":""500g"",""price"":103,""stock"":50},{""weight"":""1 kg"",""price"":187,""stock"":60}]"
"Urad Dhuli","Vegetables",279,349,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/urad-dhuli-1-fixed.png?v=1787586180","Bhopal farm-fresh Urad Dhuli. Harvested before delivery, ozone washed, pesticide-free, no shortcuts. Pure farm nutrition directly to your doorstep in Bhopal.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":84,""stock"":40},{""weight"":""500g"",""price"":153,""stock"":50},{""weight"":""1 kg"",""price"":279,""stock"":60}]"
"Urad Dal Chilka","Dairy & Staples",239,299,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/urad-dal-chilka-1-fixed.png?v=1787586160","Bhopal farm-fresh Urad Dal Chilka. Harvested before delivery, ozone washed, pesticide-free, no shortcuts. Pure farm nutrition directly to your doorstep in Bhopal.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":72,""stock"":40},{""weight"":""500g"",""price"":131,""stock"":50},{""weight"":""1 kg"",""price"":239,""stock"":60}]"
"Unpolished Chana Dal","Dairy & Staples",189,236,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/unpolished-chana-dal-2-fixed.png?v=1787586378","Naturally processed chana dal with firm texture and rich taste. Unpolished for better flavour and cooking quality....","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":57,""stock"":40},{""weight"":""500g"",""price"":104,""stock"":50},{""weight"":""1 kg"",""price"":189,""stock"":60}]"
"Unpolished Masoor Dal","Dairy & Staples",219,274,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/unpolished-masoor-dal-3-fixed.png?v=1787586318","Naturally processed, unpolished masoor dal with its original colour and flavour preserved. Clean, simple, and reliable for daily meals. Key Points Unpolished, no artificial colouring Even cooking, consistent grains Light on the stomach Ideal for ever...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":66,""stock"":40},{""weight"":""500g"",""price"":120,""stock"":50},{""weight"":""1 kg"",""price"":219,""stock"":60}]"
"Kabuli Chana (White Chickpeas)","Vegetables",249,311,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/kabuli-chana-white-chickpeas-1-clean.png?v=1787584232","Premium Kabuli Chana (White Chickpeas) Carefully sourced and selected for uniform size, clean appearance, and consistent cooking quality. Naturally dried and hygienically packed for everyday cooking. Kabuli chana, commonly known as white chickpeas , ...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":75,""stock"":40},{""weight"":""500g"",""price"":137,""stock"":50},{""weight"":""1 kg"",""price"":249,""stock"":60}]"
"Unpolished Rajma","Vegetables",299,374,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/unpolished-rajma-3-fixed.png?v=1787586381","Buy unpolished rajma from MyGreenDelight. Naturally processed, clean grains with rich taste and even cooking. Ideal for everyday rajma chawal....","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":90,""stock"":40},{""weight"":""500g"",""price"":164,""stock"":50},{""weight"":""1 kg"",""price"":299,""stock"":60}]"
"Moong Dal","Dairy & Staples",279,349,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/moong-dal-1-fixed.png?v=1787586286","Bhopal farm-fresh Moong Dal. Harvested before delivery, ozone washed, pesticide-free, no shortcuts. Pure farm nutrition directly to your doorstep in Bhopal.","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":84,""stock"":40},{""weight"":""500g"",""price"":153,""stock"":50},{""weight"":""1 kg"",""price"":279,""stock"":60}]"
"Unpolished Whole Moong","Dairy & Staples",329,411,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/unpolished-whole-moong-fixed.png?v=1787586277","Whole green moong with natural skin intact. Ideal for sprouting, light dals, and everyday meals....","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":99,""stock"":40},{""weight"":""500g"",""price"":181,""stock"":50},{""weight"":""1 kg"",""price"":329,""stock"":60}]"
"Unpolished Toor Dal","Dairy & Staples",329,411,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/unpolished-toor-dal-3-clean.png?v=1787584445","Clean, unpolished toor dal with natural aroma and taste. Carefully sourced and packed for regular home cooking. Use Dal tadka, sambar, varan...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":99,""stock"":40},{""weight"":""500g"",""price"":181,""stock"":50},{""weight"":""1 kg"",""price"":329,""stock"":60}]"
"Sharbati Atta (Stone Ground)","Dairy & Staples",89,111,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/sharbati-atta-stone-ground-2-fixed.png?v=1787586125","Buy sharbati atta from MyGreenDelight. Stone-ground wheat flour with soft texture and mild sweetness. Ideal for everyday rotis....","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":27,""stock"":50},{""weight"":""500g"",""price"":49,""stock"":60},{""weight"":""1 kg"",""price"":89,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":169,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":409,""stock"":25}]"
"Cabbage (पत्ता गोभी)","Vegetables",54,69,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/cabbage-clean.png?v=1787584229","Cabbage is a versatile and widely consumed vegetable that belongs to the Brassicaceae family. It is a cruciferous vegetable and is closely related to other vegetables like broccoli, cauliflower, and Brussels sprouts. Cabbage is known for its dense, leafy head and is a popular choice in various cuisi","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":20,""stock"":40},{""weight"":""500g"",""price"":35,""stock"":50},{""weight"":""1 kg"",""price"":54,""stock"":60}]"
"Ginger (अदरक)","Vegetables",136,174,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/ginger-fixed.png?v=1787586722","Ginger: The Spicy Root of WellnessDiscover the bold and invigorating world of ginger at MyGreenDelight Bazaar! Our premium-quality ginger roots are harvested with care to bring you the freshest and most flavorful experience possible. With its distinctive spicy taste and a hint of lemony sweetness, ginge","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":41,""stock"":50},{""weight"":""500g"",""price"":75,""stock"":60},{""weight"":""1 kg"",""price"":136,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":258,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":626,""stock"":25}]"
"Gawar Beans","Vegetables",30,38,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/gawar-beans-fixed.png?v=1787586081","Gawar Beans (MyGreenDelight Daily) – Cleaned & Fresh Gawar in Bhopal Sourced daily. Cleaned before delivery. Fresh gawar beans sourced from the mandi and handled at MyGreenDelight. Selected for quality, sorted properly, and cleaned before reaching you—ready fo...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":10,""stock"":50},{""weight"":""500g"",""price"":17,""stock"":60},{""weight"":""1 kg"",""price"":30,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":57,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":138,""stock"":25}]"
"Cauliflower (फूल गोभी)","Vegetables",75,96,"1 kg",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/cauliflower-clean.png?v=1787584438","Cauliflower (MyGreenDelight Daily) – Cleaned & Fresh Cauliflower in Bhopal Sourced daily. Cleaned before delivery. Fresh cauliflower sourced from the mandi and handled at MyGreenDelight. Selected for quality, cleaned properly, and delivered fresh for everyday ...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""250g"",""price"":23,""stock"":50},{""weight"":""500g"",""price"":41,""stock"":60},{""weight"":""1 kg"",""price"":75,""stock"":80},{""weight"":""2 kg (Bulk Saver)"",""price"":143,""stock"":40},{""weight"":""5 kg (Society Sack)"",""price"":345,""stock"":25}]"
"Garlic (लहसुन)","Vegetables",113,145,"100g Pack",100,"https://cdn.shopify.com/s/files/1/0851/2638/1886/files/garlic-clean.png?v=1787584461","Garlic (MyGreenDelight Grown) – Fresh Garlic in Bhopal Harvested fresh. Not stored for days. Fresh garlic grown at MyGreenDelight in Bhopal. Clean, firm, and consistent—ready to use without the usual sorting and cleaning. Strong aroma. Daily essential. What “B...","Direct Bhopal Contract Farms & Karond Krishi Mandi (MyGreenDelight Network)","Keep refrigerated in vegetable crisper","[{""weight"":""100g Pack"",""price"":113,""stock"":50},{""weight"":""200g (Twin Pack)"",""price"":215,""stock"":40},{""weight"":""500g (Chef Pack)"",""price"":509,""stock"":25}]"
